date,content,id,url,lang
2022-02-27 23:58:01+00:00,@Maarsss_4 t vrmt une demer,1498085042190315520,https://twitter.com/rarabouu/status/1498085042190315520,fr
2022-02-27 23:41:12+00:00,@Jufromdowntown Ldlfdkfjdjjd sou demer barca di na contane ptn. Mais barca ci haaland laniuy xarou diaral nalen bagna am sadio,1498080807109500931,https://twitter.com/MohaaNdiaye/status/1498080807109500931,ht
2022-02-27 22:48:39+00:00,@Maxsplit @skinnerreborn @MichaelBensonn @IFLTV 🤣😂,1498067584918310912,https://twitter.com/aj_demer/status/1498067584918310912,und
2022-02-27 20:55:21+00:00,@ya_Ahmedd @Khalil_OG1 Sou joueur bou melni Eden Hazard demer ba bokoul si plan coach bi guenn wara kholat senn bopp,1498039071087775746,https://twitter.com/Amtall02/status/1498039071087775746,ht
2022-02-27 20:37:15+00:00,"#LaPoliceDeFrance.

en veut un autre. on feinte.

Réponse A : on a 30% de chance de finirKFC.
Réponse B : on est trop évolué pour devenir de la demer, car on sait qui est reglo dans la ville, niveau société de consommation.
Réponse C : on protège notre ville et le marché karmaOK.",1498034516740304899,https://twitter.com/SchraymmBerkana/status/1498034516740304899,fr
2022-02-27 19:31:34+00:00,"#LESLGBT. SONT DANS LA DIMENSION DE LOMBRE POURQUOI ?

vous avez fumer des tarpet, de demer, avec des transes sexuelles inversées, avec des prières sadomasochistes pour 40% d'entre vous. hyper bas astral de cochonet.",1498017987491733510,https://twitter.com/SchraymmBerkana/status/1498017987491733510,fr
2022-02-27 19:27:52+00:00,@RPrograis @SteveKim323 Can u please fight someone??,1498017055592923136,https://twitter.com/aj_demer/status/1498017055592923136,en
2022-02-27 18:49:16+00:00,@RayJack97010720 🤣,1498007343434502144,https://twitter.com/aj_demer/status/1498007343434502144,und
2022-02-27 18:32:13+00:00,@Demer_tr อมเสียว,1498003052112257026,https://twitter.com/c_youtw/status/1498003052112257026,th
2022-02-27 18:29:08+00:00,@VanTeamOM tu peux dire qu'on a pas gagné et que sampaoli c'est une demer,1498002274005786624,https://twitter.com/Cryptoums/status/1498002274005786624,fr
2022-02-27 18:11:23+00:00,@___ckg__ Var bi dal do xam numu demer koi,1497997809584386053,https://twitter.com/NdiayePapeAlio1/status/1497997809584386053,in
2022-02-27 17:32:27+00:00,@gniokhobay 🌚le 04 noumouy demer,1497988008137703424,https://twitter.com/MxlleRose_/status/1497988008137703424,ht
2022-02-27 17:22:51+00:00,Zalig dat de dagen langer worden. Het was heerlijk rustig langs de Demer. #messelbroek. #achtertuin https://t.co/URa2bTMelP,1497985595771138057,https://twitter.com/ElsMarx/status/1497985595771138057,nl
